age,salary,sex
52,46748.08087,0
74,58499.6647,0
77,76701.23435,0
23,31332.33475,0
35,47548.56658,1
25,35444.00664,0
32,35866.42453,1
50,50210.113,1
63,61288.1642,1
79,45214.71768,0
86,51402.69334,1
43,33231.58214,1
82,52697.8612,1
80,73317.56191,1
79,61957.30991,0
65,43707.72765,0
74,59881.78474,1
52,41832.41529,1
30,30605.93503,0
42,42614.85392,1
87,73604.99253,0
75,61596.20257,1
27,31327.15394,0
70,56049.30083,1
87,72981.49859,1
60,44062.52831,1
77,63919.08418,0
30,34441.4246,1
34,34265.19844,1
73,51645.44794,0
55,42259.29034,1
80,62045.12236,0
31,39427.55955,0
51,46654.72089,1
75,63776.57757,0
71,47823.14925,0
44,35098.41478,0
45,47018.57051,1
82,59574.4777,1
81,80620.10147,0
47,46222.61698,0
20,27366.29121,1
80,59979.9302,0
44,44676.85533,1
21,29796.9219,0
36,38013.42216,1
45,42076.3844,0
54,46886.11578,0
49,50957.87015,0
82,54717.02483,0
35,38423.8587,0
24,34111.99242,1
50,41239.22904,0
39,36098.34623,0
24,29715.7582,1
20,25213.22456,1
87,49775.37652,0
47,43990.93885,0
81,60246.13617,1
33,37263.12217,0
84,61540.91538,1
70,57810.87669,0
81,46992.26089,1
43,34291.01895,0
62,52926.93904,1
75,53898.3288,0
89,62592.39929,1
74,50607.46871,1
57,43663.89051,1
84,70213.88348,0
74,44708.15664,0
67,53944.04667,1
56,51598.33128,0
68,58264.52083,1
82,69726.11979,1
80,64262.87724,0
26,28543.3094,0
85,65176.76193,1
44,42282.31575,0
69,57693.28018,0
59,57443.40893,1
55,42522.85723,1
39,37825.5547,0
67,60206.71331,1
85,50116.44656,0
62,55199.37142,1
79,54716.68802,1
22,34566.50226,1
58,47785.86905,1
55,44540.67635,0
51,56592.49736,1
72,57297.69636,1
36,41527.4935,0
75,50153.28825,1
52,52647.82053,1
64,64428.66127,0
80,66573.05199,1
78,63656.97369,1
83,64310.49653,0
42,41488.59773,0
67,56041.63573,0
37,32804.57624,1
73,56318.50743,0
40,38363.01579,0
63,44843.36572,1
87,69681.97357,0
34,26692.46229,1
56,53703.10772,0
29,31301.84375,1
66,58713.95549,1
41,43128.0251,0
88,68685.07815,1
40,43621.36755,1
44,43526.51136,0
64,49806.80508,1
27,33957.37837,1
58,46216.35619,1
42,39388.66372,0
28,34163.75731,1
20,29959.03013,0
54,49576.24451,1
47,39092.31953,0
38,34660.18347,1
44,32237.95102,1
88,45531.52162,1
54,41509.49683,1
37,40249.93008,0
29,29289.74666,1
21,28864.59766,0
62,51300.77836,1
71,64914.98621,1
67,51419.52507,1
25,34119.45941,1
44,45889.1436,0
76,64496.30265,0
57,42819.50873,1
39,42277.91565,1
48,43660.77249,0
80,72487.08349,0
53,41901.55481,1
74,58417.95385,0
43,46684.91942,1
54,51854.22722,0
67,57536.80275,0
53,43915.83257,1
76,42115.15214,1
41,42913.59445,1
49,52757.76451,0
37,39098.36625,0
40,43242.56386,1
28,26168.11498,1
66,47542.69064,0
70,38299.02457,1
43,40169.68779,1
86,68885.49749,0
79,44028.06479,1
22,29518.27369,1
75,53695.73416,1
87,55503.21981,0
63,53831.34833,0
61,54376.86685,1
35,33602.70718,1
22,30426.37066,1
72,57880.12382,1
36,43033.25824,1
20,27023.34933,0
39,36327.94592,1
77,62068.30574,1
53,46736.98366,1
21,31733.04284,1
63,41386.36381,0
21,29803.44839,0
73,49392.58998,0
43,41205.42742,1
60,50775.50622,1
23,31748.64511,1
23,31743.38555,1
73,71282.2329,1
38,37866.97588,1
77,74018.44257,1
80,54596.14421,0
69,58128.14909,0
36,31940.83653,1
76,66741.69565,0
46,35846.21074,0
65,53775.8263,1
24,26859.13333,1
43,43665.65575,0
31,35070.64679,1
41,35625.17436,0
65,42137.41346,0
42,41427.01545,1
40,45606.62064,1
58,50259.84388,0
88,65154.12432,1
54,39089.73337,0
26,33507.69942,0
30,32817.22684,0
78,71298.06487,0
74,51971.59426,0
54,52305.4207,1
22,31432.9153,0
79,50449.71472,1
83,63672.14178,0
65,54488.42572,1
44,45505.52181,1
64,58696.82546,1
34,32743.70706,0
40,42875.23618,0
56,42440.17355,1
86,58336.80467,0
27,30656.41675,0
28,32401.12035,1
56,43642.25835,0
38,46001.61119,0
26,36403.87553,0
55,37951.67262,1
86,73065.30916,1
23,32829.10312,1
71,51697.08016,0
86,49070.29992,1
77,72095.47288,1
33,30172.74384,0
50,48391.13732,0
89,56743.44828,1
40,45217.25078,1
62,57078.93754,0
67,48425.08843,0
39,41410.8874,0
38,42024.79687,0
59,43373.05694,0
74,64174.04532,1
51,52172.38849,1
34,38734.85875,1
33,37058.62276,0
82,60230.01594,0
61,61549.83349,0
39,38325.86054,0
23,33150.71124,1
75,66986.84841,1
87,61152.36981,0
60,64161.83678,1
74,47961.62043,0
25,30806.2233,0
59,43615.48671,0
39,36102.38057,1
55,44425.35963,1
29,38068.28434,1
54,47107.15832,1
24,37199.77621,0
38,36582.63278,1
89,62115.27504,1
38,45485.78823,0
71,49512.86625,0
43,50667.09378,0
60,57641.92656,0
69,54093.12172,1
56,41272.50974,1
65,47121.22306,1
39,39937.07155,0
60,52321.59468,1
85,55072.70279,1
26,33940.13538,0
51,33906.08982,0
44,38085.31095,1
34,37001.55408,1
65,46344.61702,0
51,48064.07815,1
44,47034.47978,1
28,29569.64828,1
64,52779.54263,0
48,42503.07438,1
55,41463.45099,0
81,61294.34677,0
82,54222.69372,0
42,41960.45582,0
22,27704.93553,0
24,30448.59598,1
77,51974.34311,1
68,54867.00094,1
32,35866.44866,1
43,44666.553,0
32,34966.72687,0
31,34163.82864,0
44,40130.90838,1
24,30074.18597,1
81,70539.72027,0
43,43021.59629,0
44,41679.45417,1
30,34180.06968,0
57,42783.3603,0
25,33345.5509,1
32,36727.28173,0
53,57084.17955,1
56,45379.40589,1
54,42190.79427,0
52,48622.73782,1
70,59139.78416,1
38,39472.2956,1
74,59420.90347,0
37,33153.96002,1
55,44119.47614,1
75,58032.36305,0
33,36449.52244,0
56,49529.26945,0
81,65468.33796,1
46,39684.83312,1
35,42872.80873,1
45,39324.29501,0
21,28988.85446,1
24,31340.17217,0
72,56449.84881,0
72,55004.45963,1
47,47981.18836,0
50,39512.44503,0
69,59994.91407,0
25,30733.87532,0
59,52085.33016,1
62,37888.22437,1
76,46366.74416,1
71,60476.27148,1
51,46635.86794,0
36,31805.7333,1
49,41893.85375,1
89,65839.91687,1
41,41642.12338,1
36,37371.15356,1
30,32237.6673,0
48,45000.90339,0
37,38041.40514,0
51,46108.07426,1
77,59420.84132,1
61,54713.19654,1
60,50949.54348,1
70,59368.5488,0
51,43382.11282,1
62,53845.30061,0
89,62147.31204,1
89,86496.77877,1
75,56394.38468,0
34,38756.10777,1
30,33743.22298,1
71,65775.33693,0
58,38678.2054,1
61,49215.31979,1
58,47167.69444,0
82,58883.48485,1
29,34147.83863,1
79,51146.62662,1
73,49799.37343,1
53,51743.21779,0
55,51181.60785,0
67,42673.97086,0
75,56964.21619,0
20,31612.47967,1
44,43955.52906,1
88,78211.05,1
85,62736.73575,0
32,32811.71289,0
86,71448.87043,0
70,48968.057,1
30,34256.12123,1
28,35593.32946,1
84,65775.79791,0
63,54003.22765,0
69,56207.12791,1
65,48916.84844,0
44,42121.45285,0
81,64678.49119,0
75,67961.3044,0
81,59081.80967,0
35,40391.30164,1
57,54865.22686,0
83,65203.03381,1
31,35409.25498,0
33,43667.54565,1
40,42236.18176,0
58,43103.24144,1
44,39768.66609,0
89,62809.09085,0
61,44733.30444,1
84,67647.27791,1
82,74581.8667,1
77,67750.74517,1
81,65388.22661,1
82,66939.72691,0
61,46163.81074,0
58,47836.35163,1
74,65389.23979,0
35,36068.64845,1
36,38670.07127,0
25,32599.26511,1
76,56310.59461,0
24,33797.63861,0
70,40134.52385,1
89,74861.09303,1
65,51058.12295,0
38,38908.1606,0
84,54823.54211,1
46,43353.96015,0
66,59331.88854,0
81,43440.64391,1
72,51630.36669,0
34,32580.50826,1
69,59824.56269,0
20,32938.02546,0
76,54665.93919,0
40,43840.17325,1
60,63918.71828,1
55,45546.14006,1
34,41329.33739,1
25,28411.52601,1
23,31538.67208,0
83,66281.53831,0
42,44759.647,1
83,53502.1373,0
20,32753.45238,1
74,57380.07953,1
25,30225.41336,0
65,47271.02369,0
55,42677.96879,0
55,50328.29083,1
77,56223.66204,0
50,45398.93018,0
49,33907.25751,0
25,36128.73007,0
83,66326.2643,1
70,49106.25361,1
36,42106.07303,1
68,58085.39642,1
30,37833.60515,1
59,45259.70548,1
53,45663.46837,0
88,70554.7085,1
68,51570.33035,1
88,75831.30516,0
54,39414.32609,0
53,52418.9271,0
88,61810.92546,1
28,34850.46114,1
62,57146.74862,0
37,27804.41524,0
22,32970.27551,1
58,38594.25697,1
36,31938.12302,1
50,52875.36864,1
66,54388.69042,1
35,38096.02552,0
39,42592.39101,0
66,54358.71107,0
34,36352.8375,1
49,42343.21762,0
64,55360.24521,1
25,31440.41084,0
44,41911.03259,0
79,65655.03806,0
51,43611.20225,1
51,50276.40669,0
51,35288.41997,1
85,56192.23437,1
85,67832.28638,0
81,58002.60409,1
65,50826.22817,0
88,58996.51956,1
71,64445.09039,1
84,73733.0043,0
22,31246.89031,0
89,61026.72676,1
76,45314.77334,1
78,66458.03029,1
79,68292.63984,0
85,60813.45426,1
70,60624.41739,1
21,34438.79098,1
39,42053.21272,0
76,53594.06155,1
51,48462.65598,0
70,57142.89984,1
31,32890.2641,1
40,39877.69504,0
68,46731.15828,1
79,65566.0675,0
82,45945.78822,1
24,32264.46136,1
34,37591.47906,0
39,50706.81562,1
78,62767.70255,0
26,29807.94703,0
27,37468.364,0
76,67850.24012,1
21,30155.42032,1
36,35776.42267,0
60,49618.27523,0
85,51390.48201,0
43,38179.17967,0
53,45270.9347,0
80,53615.76519,1
46,48097.02584,0
30,37656.06306,0
82,64855.13966,0
34,35691.44395,1
77,68252.84171,1
36,30359.37432,0
82,61307.49812,0
57,48764.47322,0
22,33643.95524,0
71,54426.44506,0
65,58133.36839,1
53,39398.05869,1
85,61124.02544,0
43,38524.42938,0
57,42763.35536,1
36,42848.00667,1
46,46485.94591,1
25,30454.12088,1
86,56520.46991,1
37,32059.11382,0
25,31785.92552,1
83,60719.19035,1
78,63079.78927,0
81,57016.65483,1
36,38861.36625,1
30,26409.61564,0
42,44308.78911,1
41,40391.47135,1
71,60548.53101,0
48,50178.35948,1
23,32081.27133,0
47,43217.21517,1
35,32839.27068,1
75,64709.33579,1
89,65604.23437,1
52,41937.04918,0
73,53331.88559,1
85,68311.1434,0
21,28253.42737,0
88,59834.88245,1
23,32335.28775,1
23,33195.99426,1
64,48776.02802,1
50,49078.85637,1
77,59824.82465,1
76,58382.05819,0
52,53726.21803,1
57,53735.71294,0
68,54672.41905,1
61,58052.96236,0
42,44539.37688,1
85,63021.49765,1
48,41367.54965,1
48,41207.40286,0
43,45406.24972,0
83,64638.47404,0
39,35972.05415,0
65,49605.66056,1
28,35754.16004,1
23,30828.23403,0
81,52391.90322,1
87,79269.5969,0
51,42469.12774,0
52,41575.62374,1
51,49396.23532,1
50,44861.60409,1
75,56099.72686,0
70,63069.96533,1
66,50058.69957,1
25,31037.68582,1
74,75989.49956,0
64,57394.81967,0
73,52591.08079,0
35,37567.29761,1
48,40693.91471,0
34,37746.47195,1
45,48587.04924,1
56,51733.92343,0
57,44293.59488,1
87,58776.10925,0
65,52454.63626,1
60,48967.01834,0
32,46676.73802,1
42,35817.78599,0
41,43507.12521,0
45,45680.46691,0
47,49246.50235,1
71,56808.70489,0
65,61859.81588,1
84,63017.13016,1
37,37637.70438,1
57,41145.14839,1
23,36035.81214,0
25,33954.74048,1
79,57306.12046,0
29,33225.97397,0
66,43432.73152,1
49,43434.15157,0
22,33348.0114,0
35,38073.72059,1
64,50428.83641,1
39,38987.11961,0
81,49584.57769,1
43,30422.7622,0
59,50586.00893,0
68,56648.42794,0
85,52070.26971,0
55,38856.54401,1
36,38299.67335,0
75,58580.6906,0
29,36823.65994,1
35,42987.03481,0
78,57325.60569,1
35,41867.65119,1
42,42378.86002,0
42,36699.50526,0
27,33117.91977,0
36,38818.40506,1
76,58702.90362,0
65,56824.92188,0
86,63408.52849,0
44,41464.80534,1
31,33688.0494,1
51,47635.23429,0
79,43430.29378,0
26,32249.65252,0
85,60132.29604,1
33,30524.92619,1
74,54873.10834,0
27,30592.625,1
37,35433.14099,0
61,41196.63402,0
63,53049.71742,0
41,40018.86853,0
65,55489.19312,0
73,57203.54044,1
37,40809.83536,0
32,42312.1142,0
31,30293.2829,1
45,40828.62794,1
22,29500.24754,1
65,51033.38899,0
28,29649.62658,1
66,67173.82951,1
66,44860.90759,1
76,60760.26039,0
45,38421.82801,0
33,36044.23676,0
57,48678.88965,0
33,37190.56453,1
20,28104.42976,0
55,39867.00474,1
56,45731.60862,1
71,57163.13639,0
41,37943.79013,1
82,65349.56883,1
86,61828.35722,0
53,48082.97449,1
40,40530.63812,0
48,47356.48229,0
30,43389.38073,1
65,51422.61113,1
32,34688.43364,0
41,43383.76782,1
42,45297.92462,0
58,50188.89376,0
31,38173.0398,1
38,41503.64126,0
41,39645.51694,0
42,34663.81357,0
82,54591.02041,1
39,41831.50233,1
72,57021.00772,0
27,34409.4946,0
26,34207.48548,0
35,39279.36487,0
57,46025.30772,0
33,41001.70418,1
57,51112.22298,1
41,38329.87325,0
20,25842.23472,1
61,48846.11445,1
60,53613.56805,0
27,33730.16826,0
24,35065.96458,1
49,44113.20781,1
26,27729.26188,0
62,51646.50327,1
83,74404.24285,0
72,61317.59559,0
64,45692.85299,0
38,38874.87994,0
61,46484.63186,0
20,31049.89245,1
78,77102.20365,0
68,47283.13529,0
70,59891.65685,0
27,32229.237,0
87,67566.95602,0
70,52846.30785,0
43,40878.61325,1
56,56160.02967,0
33,45140.90385,1
75,52934.15289,1
69,48433.9007,0
38,37621.47296,1
66,52190.16633,0
35,34685.36527,0
28,36007.47179,0
48,45756.20233,0
40,40200.24126,1
74,61796.02061,0
62,43530.31816,0
83,50697.92938,0
81,73335.93627,0
42,39032.33681,1
86,68178.58149,0
41,41293.832,0
40,39783.58504,0
53,45404.37104,0
30,35554.2364,1
55,57563.60148,0
77,66396.91083,1
82,51822.19474,1
34,36895.50733,0
34,43870.42219,0
35,39842.32339,1
27,33716.08835,1
24,29284.64994,0
37,39216.72333,0
75,65195.49824,1
48,42210.88546,0
88,54859.85333,1
84,75157.44211,1
64,60517.72559,0
51,42841.72219,1
66,56662.55257,1
60,50590.20255,1
86,67655.73562,0
42,34998.39284,0
47,37629.53306,1
27,34100.9528,1
73,64229.21552,1
28,36788.65005,0
69,49521.93323,0
64,56244.87617,0
56,54520.22136,1
47,41465.11899,0
88,77308.88101,1
62,53516.01833,0
81,66865.44349,1
24,29071.43271,0
43,39199.92045,1
58,45442.48812,1
89,53321.15467,1
40,35067.74588,0
33,35026.51805,0
36,37692.22474,1
49,34701.92735,0
39,38589.94246,0
44,43191.75749,1
23,29322.30732,1
75,64394.04153,1
55,42862.56077,0
57,45886.83228,1
31,36106.70206,1
41,44123.03124,0
69,60748.52427,0
36,42878.84408,1
27,34121.7205,1
88,47559.07869,1
80,60944.4021,1
61,41989.37893,1
78,57754.79097,1
42,40331.6361,0
58,51182.87522,1
39,42083.38536,0
81,53665.70336,0
61,58249.95219,1
87,73741.03603,1
26,37073.17244,0
26,32595.38472,0
57,40615.08121,1
75,50474.91193,0
38,36539.81646,1
31,35589.96784,1
53,47264.89732,1
39,45653.90752,0
28,34954.92346,0
21,31583.83864,0
66,56826.81303,1
63,50760.90297,1
31,33669.47073,1
74,64943.24199,1
87,52480.49973,1
78,79120.30721,1
66,47980.89936,0
86,61448.67167,1
33,36488.35727,0
59,39024.51892,0
42,41363.92184,1
76,51080.7921,1
39,39581.53671,0
35,35874.05603,0
48,37692.09034,0
72,47056.40562,1
51,39591.06699,1
59,60730.38587,1
47,44142.4468,1
21,28656.39027,1
71,51644.81472,1
70,57989.29803,0
49,42785.51383,0
66,60410.5433,0
46,40758.98503,0
68,52610.45671,1
29,37061.67219,0
27,37588.19375,0
49,44759.8752,1
55,47061.30777,0
53,46231.67402,1
60,44108.87791,1
54,44923.1845,0
25,31765.06494,0
55,44627.75921,0
64,52685.75587,0
60,49937.75449,0
89,61458.16097,0
55,46975.33341,1
88,61611.72436,1
34,34308.42571,0
75,53336.5076,0
84,65653.06555,1
47,49572.49167,0
66,42625.0348,1
23,33274.35218,0
42,44243.75972,1
87,72815.83383,0
30,37283.6427,1
44,45262.22152,1
69,55921.62544,1
29,36564.98901,0
27,31269.28386,0
46,35837.17499,1
69,61540.09521,0
45,43683.4555,0
26,31452.41059,1
74,56202.4685,1
26,32773.70944,1
57,54292.37292,1
65,61087.57439,0
83,54796.00408,0
72,67767.02887,0
36,31417.57304,1
72,47417.16968,1
72,50718.09658,1
20,29976.61015,1
57,47373.27846,0
37,40662.3533,0
46,48455.79216,1
29,35000.67373,0
52,48217.20856,0
20,28898.41202,0
25,34123.62735,1
53,50345.89852,1
77,68085.46424,1
30,38685.24927,0
24,32401.10008,0
44,43442.35798,1
72,57175.09165,0
31,28268.10523,1
50,42479.50021,0
48,43691.20418,1
41,43019.32387,1
67,49286.58458,0
59,57179.34966,0
49,45494.49045,1
20,28183.84023,0
21,30035.09361,1
43,37671.69763,1
39,41316.22124,0
83,46106.7357,1
86,60004.7349,1
26,28532.47335,1
76,47911.37388,0
25,36053.618,0
80,61271.41279,0
81,71691.45905,1
77,66336.75401,1
30,37230.42525,0
50,43898.99601,1
52,47026.60104,0
26,29034.63998,1
26,33321.641,1
64,58079.90564,0
65,42780.7907,0
60,45348.7063,1
47,46290.76043,1
50,44799.43136,1
70,48465.84291,0
21,32174.22831,1
69,51234.76644,0
87,69693.20041,1
65,59860.18025,1
69,56691.03964,1
76,69028.24398,0
76,68472.74155,0
83,62043.50489,0
82,64117.14242,1
87,56198.59561,0
52,54015.59257,1
43,32507.98143,0
83,58883.5711,0
22,31772.98825,0
83,67314.04448,0
72,58147.22716,1
41,42755.32541,0
74,52017.97151,0
50,42712.40833,0
26,30158.51095,0
44,39863.03753,1
75,45966.07042,0
77,63178.27945,0
24,36495.56478,1
22,36088.57422,0
55,57972.47075,1
53,44340.2574,0
42,43841.07347,1
47,49906.79973,1
64,48715.09795,0
23,34654.51592,0
29,30838.09685,1
61,54624.19121,1
44,40341.80558,1
62,58503.5707,1
74,64759.56488,1
32,32778.01037,0
61,52950.65645,0
55,45631.32598,1
73,59477.22148,1
33,31808.46763,0
56,45237.52393,1
83,63774.25468,1
62,54766.88868,0
88,57253.91716,1
34,33184.85862,0
26,30369.84475,1
40,45854.00173,1
44,47092.71849,1
70,59551.53904,0
27,36268.78708,1
89,58181.68033,1
78,54396.9558,0
30,34464.51,0
70,43645.42592,1
28,33688.2198,1
62,50109.76607,0
42,43589.50136,0
36,37260.67492,1
30,35330.8547,0
84,72060.33331,1
53,48404.73703,1
61,50681.13631,0
31,36043.72091,0
22,33022.77022,0
23,32169.04153,0
71,45513.16028,1
65,52132.63064,1
27,32674.82938,0
75,53703.29741,1
43,38520.16304,1
53,38762.09699,0
55,51116.66777,0
65,57605.69576,0
68,49023.88945,1
65,54623.53788,0
67,52226.89202,0
28,35076.28925,1
68,56980.18304,1
72,69559.52339,0
54,43599.30894,1
35,40512.93206,0
86,77986.20392,1
57,47445.54474,1
85,79648.87664,0
39,37958.0677,1
26,34276.06189,0
30,44022.937,0
77,49026.65514,1
27,36515.42623,0
58,53748.41308,1
64,50892.87448,1
32,36825.76781,1
72,58523.80741,1
48,58199.87692,0
22,31053.15959,0
72,41788.66944,0
58,40920.72893,1
28,31662.87681,1
42,34715.92997,0
57,45728.88727,0
66,60508.54806,1
30,29368.71855,1
87,70245.03707,0
23,30903.16629,1
60,53888.38047,0
74,54633.90042,0
59,45024.25386,0
41,39093.26505,0
39,31664.6846,1
74,60116.50126,0
83,40129.61187,0
48,44115.96514,1
52,54144.03154,1
45,45690.29019,1
49,36905.22494,0
40,39376.5846,1
20,33597.95809,0
76,55719.29482,1
82,59901.53257,1
23,34529.13592,0
53,48945.43726,0
58,50319.064,1
28,34205.66963,0
58,47836.78071,1
25,34612.42251,1
62,54709.81424,0
79,58165.18527,1
28,33893.0639,0
56,43121.97446,1
30,36274.55171,1
43,37797.88359,1
84,59280.82587,0
83,58718.39381,1
24,28708.84383,0
63,53813.57273,1
53,47970.63931,1
64,52845.24059,1
34,38465.13734,0
35,38824.24465,0
65,55528.59558,0
23,31306.37611,1
80,69070.38528,1
69,49353.54758,0
50,45112.11694,0
89,53142.55258,0
46,38858.98743,1
34,39988.44777,0
45,34185.34921,1
56,44847.045,1
84,55297.48824,1
86,68021.48527,0
53,49257.38102,0
42,41102.69926,1
26,37682.38407,1
54,55857.99864,1
79,62384.12992,0
43,33972.05887,1
81,71412.41706,1
88,57278.988,0
37,46719.02366,1
83,60953.64535,1
35,34325.05269,1
27,29875.86225,0
61,43726.42842,0
46,37464.66392,0
49,46513.77408,0
82,62076.27424,1
30,30831.31584,0
34,38472.97575,1
31,35490.96621,1
34,35827.8806,0
53,39396.63415,1
45,50948.17288,1
72,48623.47619,1
69,43746.15663,1
22,30611.76382,1
34,30726.84943,1
46,54135.77871,0
78,57742.13376,1
73,45381.56577,1
71,56441.45195,1
40,40726.99988,1
26,31984.88578,1
49,42066.28599,0
82,66349.88816,0
20,30361.7269,0
71,61963.54978,0
40,48423.01184,0
32,30336.02095,0
47,39914.10902,0
68,54764.7203,1
74,60919.31738,1
57,50925.73713,0
56,44761.3482,1
57,42872.81109,0
78,61147.99541,1
57,59865.5878,1
75,49142.83904,1
77,70071.848,0
69,54028.06393,0
40,33618.6483,0
72,64702.09316,0
43,37509.79077,0
55,47112.45546,1
27,34570.82643,1
62,47435.45084,0
89,70671.43098,1
77,64381.8266,0
32,40101.91217,0
73,35884.39876,1
55,40525.44556,0
27,38974.44276,1
44,35328.70991,0
40,43363.72505,0
60,49838.07817,0
89,62499.58982,1
22,35643.31407,1
23,33032.9744,0
35,45728.75399,0
33,38249.84888,0
65,42475.90261,0
59,53764.64283,0
26,36313.83699,1
79,63353.68278,1
44,44320.11198,1
68,63804.56782,0
66,55664.42169,0
23,32065.89013,0
73,54354.61627,1
79,62983.78865,1
55,49746.0487,0
68,51942.7013,0
49,37015.24902,1
47,38880.83722,1
40,39559.60983,1
55,48588.97683,1
64,63265.21472,1
38,39431.86439,1
67,53474.47478,0
46,37821.86712,1
55,37528.20186,1
31,40108.59027,1
39,43366.58106,0
21,33088.68061,1
54,49125.4418,0
63,41267.71872,0
79,47425.71263,1
61,44262.25831,0
52,38606.29348,0
52,38521.3034,0
30,34341.67148,0
24,29905.0852,0
27,33578.11492,0
48,58678.62865,0
80,70688.7218,0
33,28678.81922,0
40,40046.10446,0
57,46821.00944,0
66,46930.42416,1
25,32923.64947,1
45,43654.70589,1
27,32567.06218,0
77,56091.74852,0
28,33607.33366,1
35,39319.39482,1
46,42194.32622,0
30,36711.84142,1
21,33476.02039,0
51,44384.07073,0
84,79538.5735,1
43,43976.59902,0
61,48291.11085,0
74,53184.60711,1
41,38459.78808,1
48,41512.11865,1
81,62123.47087,0
60,51066.99347,1
83,59832.31705,1
81,55981.95778,1
44,40681.05679,0
50,44665.57098,0
63,54496.53803,0
25,31605.54326,1
60,43846.57859,1
26,31274.36785,1
32,36393.17446,1
21,31037.52169,1
53,49308.2693,0
45,39175.05229,0
31,34768.95151,0
44,36079.00859,1
24,31050.56486,0
54,46079.64247,0
71,48374.48899,1
48,40988.23836,0
69,50493.80686,0
72,43740.56005,1
42,44645.83984,0
63,42987.03734,1
20,29115.33197,0
28,39671.21884,0
63,52695.35586,1
74,62567.35736,0
76,39874.88267,0
51,33504.21368,1
59,39228.28587,1
20,27945.75807,1
47,46122.19207,0
32,36645.7521,1
35,32741.107,1
64,58043.84545,1
31,34343.777,0
50,35074.77424,0
69,45269.42021,1
65,52876.34269,1
35,42428.86682,0
37,39205.04866,0
79,64268.73973,1
57,52584.04315,0
73,63601.79539,0
89,84976.26961,1
83,61525.5024,0
88,65817.4038,1
36,41327.87537,0
54,52471.64705,1
37,38682.27793,0
88,60785.17759,1
52,43656.95649,1
59,59819.56121,1
41,38623.31349,1
41,36595.4677,0
57,42823.48229,0
29,40665.71072,1
84,67424.42415,0
48,38564.0637,1
74,70128.13946,0
52,40456.57884,1
64,58311.61144,1
42,47959.18587,1
73,63951.9664,1
64,51105.42352,0
30,36889.98725,1
37,39308.39166,0
31,32682.53622,0
26,38287.7221,1
87,68029.11036,1
76,60621.49668,0
49,41679.81683,1
85,61109.84764,0
77,48921.28706,0
51,46263.05823,1
53,43929.04269,0
85,48118.7378,0
50,46107.16011,1
73,58160.75995,0
76,63913.5887,0
39,39854.57561,0
27,28786.45937,1
71,49790.99032,0
71,47713.67153,1
84,49243.92875,1
89,70443.58089,1
37,35494.69296,0
27,30101.84232,1
83,51358.58805,0
84,73618.79346,1
39,41373.81446,1
76,59012.23852,1
47,33997.01913,0
33,39602.25689,0
85,58992.84491,0
69,64529.68211,0
29,34212.67928,0
36,41327.88142,0
88,60434.39098,0
45,40889.26029,0
79,66047.95047,1
67,57450.24598,0
75,57268.81309,0
59,53249.72508,1
64,46338.64188,1
60,54445.69759,0
62,49533.80795,1
55,48816.36139,0
66,43046.5185,1
48,42518.72768,1
73,45913.09028,0
65,49639.10513,0
47,40627.54206,0
65,64715.42345,1
89,57563.27804,1
53,52956.53901,1
26,31311.11854,0
73,58864.57871,0
74,63592.17655,0
79,60547.78335,0
78,68405.73545,1
29,34648.58406,0
21,28504.84228,1
69,59483.9527,1
69,58543.74359,0
43,45019.97528,0
75,60745.30058,1
85,64683.27352,1
60,55012.86391,0
70,55304.22109,0
71,61189.90715,0
35,37055.27973,0
52,55338.7751,0
72,54300.66896,0
26,33462.79102,0
33,30017.86654,0
81,47062.85213,1
43,39530.68025,0
42,37261.45637,0
63,41577.954,0
29,33726.60108,0
23,27580.12456,1
45,45160.31739,1
63,52650.75602,0
56,45984.40335,1
47,52282.45692,0
72,64731.52699,1
46,45652.89366,1
22,30305.20106,1
83,59925.54268,0
87,33944.56265,0
62,50865.7926,1
89,57592.41916,0
52,55627.38164,0
27,34331.70219,0
60,48927.98548,1
65,46648.41776,0
88,57371.89357,1
76,58457.17091,0
51,48991.4904,1
45,44762.5188,1
50,49645.91602,1
81,49025.48613,1
51,38746.97073,1
38,37807.40929,0
26,31453.71348,1
57,49961.08408,0
88,58830.95952,0
76,45563.96237,1
75,60130.17488,0
89,69603.11024,1
71,37833.45611,0
58,43846.29034,1
61,47824.67198,1
79,52312.90944,0
86,48343.91542,0
23,32634.33335,1
47,45050.07766,0
74,41815.32603,0
51,30532.8823,0
57,56056.75283,1
52,46101.92893,1
24,32253.58738,1
34,35170.07508,1
46,36207.93317,1
71,54031.36662,1
83,53149.36399,1
29,32031.61892,1
22,30603.96306,1
69,65096.15532,0
62,45583.38785,1
34,36687.29042,1
61,64122.681,0
56,58000.15474,0
72,56195.76048,0
76,55200.31021,0
53,50131.31762,0
79,66676.58728,0
64,48876.91504,0
54,44065.43383,1
22,27142.27248,0
30,35610.72914,1
47,40777.28273,1
75,60550.64696,1
52,44178.15186,0
61,48242.85387,0
34,43995.03926,0
85,51132.1011,1
25,34923.89288,0
24,32004.461,1
36,38615.49379,0
32,33102.43959,1
41,39029.36189,0
45,42847.91238,0
63,58515.71164,0
54,48680.90558,0
54,45342.72,1
31,32729.82725,0
62,58218.89157,0
73,51448.239,0
79,57023.76988,1
41,40464.86476,0
61,50911.07215,1
46,48024.98006,1
63,50695.4589,0
79,51977.80866,0
62,48627.58232,0
